PC1,PC2,class,cluster
0.9962451914150512,-0.9468915891571602,p,0
1.4417328178159914,-0.1641541481689434,e,0
1.5240847692761912,-0.4087459606232535,e,0
1.1517999087368105,-0.6758196751815968,p,0
0.6175033813680959,-0.996143393793211,e,0
1.5003235933362689,0.023611408389423577,e,0
1.4316155308720053,-0.29334150847115736,e,0
1.5777343177430123,-0.25067256058640475,e,0
0.9051984772544623,-0.5710449380160314,p,0
1.4069910703460067,-0.15773013272649913,e,0
1.4174434223570649,0.12800040217243824,e,0
1.5187685905956416,-0.03973607710466151,e,0
1.5222175781708127,-0.23075488458719592,e,0
0.8593848035988858,-0.7068636407003152,p,0
0.5350677096688676,-0.832119654706395,e,0
0.7632496499436321,-0.2976558934074368,e,0
0.7109425878974462,-0.8933424673471916,e,0
1.083524396301634,-0.9157413540751661,p,0
1.1565944424493018,-0.6813274043661375,p,0
1.0010397251275425,-0.9523993183417009,p,0
1.4459109929565173,-0.2669418665004326,e,0
0.8544946003964777,-0.7645274922200584,p,0
1.4557469863956103,-0.07849132074844387,e,0
1.5313094743675488,-0.21088605435881033,e,0
1.4754290858997334,-0.3237186541862975,e,0
0.8984413851950492,-0.8533526147234892,p,0
1.4797495692804046,-0.014866660574062052,e,0
1.5455762964863957,-0.17144582152140606,e,0
0.6913873007385531,-0.4975567924893538,e,0
1.0220937867842392,-0.9233975751071201,e,0
1.3679720490307699,-0.13286071619589976,e,0
1.1030451266556265,-0.6751346859879748,p,0
1.4797495692804046,-0.014866660574062052,e,0
1.119914908154766,0.2145809644877717,e,0
1.5092963021892858,-0.08468403912660635,e,0
1.1300585696119614,-0.6613653752803993,e,0
0.5217494156387668,-0.5055343193645971,e,0
1.0618137460125754,-0.7607321304554202,p,0
1.0959988604411817,-0.5716139973751044,e,0
1.4411164592440262,-0.26143413731589193,e,0
1.5346648599576411,-0.05171369934766143,e,0
1.1755227644960542,0.37573056331609855,e,0
0.6956485416918599,-0.404664124546782,e,0
0.9099930109669534,-0.5765526672005721,p,0
1.462507753781085,-0.18840011662905584,e,0
1.5735561426024864,-0.14788484225491552,e,0
1.4652192748019661,-0.03354335872649902,e,0
1.5357403030473027,-0.3598963672733949,e,0
1.1872719206729117,0.18856563370219728,e,0
1.141479468761359,0.2142940600460133,e,0
1.3101554541890847,-0.05911102656005368,e,0
1.5491898546849552,-0.3550120861593412,e,0
1.4705354534825161,-0.4025532422450909,e,0
0.7672153955098946,-0.7956777273020522,p,0
0.8447542764473017,-0.8898064572677634,p,0
1.5018904801290593,-0.06976694942961129,e,0
0.7432421384859025,-0.7389019362102867,e,0
1.5468420386968111,-0.36636626033185427,e,0
1.4369382841035003,-0.15864641898440265,e,0
1.1151203744422749,0.22008869367231243,e,0
0.5265439493512578,-0.5110420485491378,e,0
1.4557469863956103,-0.07849132074844387,e,0
1.411785604058498,-0.16323786191103992,e,0
1.3778080424698627,0.055589829556089154,e,0
1.6031028755113677,-0.2177022208074598,e,0
0.5034025749205064,-1.2292716640786538,e,0
1.6027391704786302,-0.3612048045375038,e,0
1.300294750585514,0.20099518896376203,e,0
1.497712304988533,0.03302076890187791,e,0
0.5856607248689283,-0.38484665730602485,e,0
1.0576122305898554,-0.5608026607282834,e,0
1.4900596130513175,-0.14077583761884946,e,0
1.0916719397606351,-0.6505540386335783,e,0
1.1220749969066413,0.03843149324295178,e,0
1.4664850170123815,-0.22846379753694693,e,0
0.9470361594143977,-0.8134255000425498,e,0
0.9479464933723061,-1.0493072922989295,e,0
1.0815282783034394,0.2253923011345927,e,0
0.8181534229558347,-0.7924610851677606,p,0
1.2722200239336188,0.11844042081913288,e,0
0.42003722270046734,-1.0987775465917367,e,0
1.1829185094819825,-0.629067361208986,p,0
0.8206507931284917,-0.2598099039352523,e,0
0.8399986125163006,-0.7620585988699431,e,0
1.3338868467243492,0.19569158150148175,e,0
0.6001590489509043,-1.2524283267383105,e,0
1.585861060012048,-0.39123567686245375,e,0
1.6075337041911215,-0.3667125337220445,e,0
1.264814201873392,0.13335751051612793,e,0
0.5091736222611611,-0.7666821030441052,e,0
0.7881177800960457,-0.5200685766988782,e,0
1.5349230325661083,-0.3944523189967455,e,0
1.456462443672302,0.1031309856418388,e,0
1.3872803308762185,0.10053779157803402,e,0
0.6001330542779992,-1.2517834482881782,e,0
1.5198589994994267,-0.2568158107544891,e,0
1.2425036488794698,0.03594395880752149,e,0
1.4904875998971758,-0.16483913736256525,e,0
1.5055921773805798,-0.2962560435918933,e,0
1.5249004592260287,-0.06285753581795961,e,0
0.542697078438594,-0.7476789580533427,e,0
1.476220777778329,-0.20427937019996942,e,0
1.300294750585514,0.20099518896376203,e,0
1.1755227644960542,0.37573056331609855,e,0
1.4716146157919447,-0.0774283521247644,e,0
1.4749550355679135,-0.009358931389521347,e,0
1.3317267579724739,0.37184105274630164,e,0
1.572939784030521,-0.24516483140186404,e,0
1.4900596130513175,-0.14077583761884946,e,0
1.411569726335145,-0.19161675876334758,e,0
1.4878763115494404,-0.15542977685011092,e,0
0.7243297273331217,-0.1884441596335031,e,0
1.0559112762000282,-0.7872750924722092,e,0
1.4651190421288205,-0.19780947714151018,e,0
0.9129341193925611,-0.7130563590784779,p,0
1.3046216712660605,0.2799352302222359,e,0
0.7801279682187923,-0.20468787336784997,e,0
1.3269322242599828,0.37734878193084237,e,0
0.8428374803000642,-0.7841580324213822,e,0
0.6923300070598601,-0.5471032295242415,e,0
0.8784841655402091,-0.8524635038076068,p,0
1.4605128801424363,-0.07095845906630513,e,0
0.7746424393141449,-0.6490476879709475,p,0
0.5791167515167697,-0.98533205714639,e,0
1.4260524261773446,-0.12379762907363576,e,0
0.5750308907614725,-1.0082737334317597,e,0
1.4784040231430846,-0.20037773887205582,e,0
0.6477875317462141,-0.634073573881334,e,0
1.5589256154509021,-0.33082765882236354,e,0
1.5678983243039193,-0.4391231063383937,e,0
1.5906555937245392,-0.39674340604699443,e,0
1.575123029395277,-0.24126320007395038,e,0
0.9069485751732442,-1.0290865951396542,e,0
1.4310938859039466,0.07016064586289386,e,0
1.0154741749681242,-0.9794140215023478,e,0
0.9103228310448257,-0.7036469985660235,p,0
1.1601099553143617,-0.8165425600933768,e,0
1.548931682076488,-0.012273466510257292,e,0
0.8079876094388694,-0.853817299554298,p,0
1.4784040231430846,-0.20037773887205582,e,0
1.1491800836130543,0.13033731576701751,e,0
1.3730135087573716,0.06109755874062986,e,0
0.4556243064674858,-0.7604893846659425,e,0
1.1107934537617281,0.1411486524138385,e,0
1.4467742775425934,0.029804126767586064,e,0
0.4258915209751079,-0.4296664168931482,e,0
0.5400957058253479,-0.7318092422642153,e,0
